IDX,Year,Month,Quarter,Overnight,1-week,1-month,3-month,6-month,9-month,12-month
311,2022,04,2,0.050535556,0.087345,0.197872222,0.552597778,1.036588889,,1.844507778
312,2022,05,2,0.047798,0.0758695,0.1865035,0.8362155,1.5712755,,2.48223
313,2022,06,2,0.207474762,0.313545714,0.54118,1.254997619,1.992792381,,2.915547619
314,2022,07,3,0.4252445,0.583569,0.923697,1.860861,2.549316,,3.3750005
315,2022,08,3,1.148716522,1.393105652,1.675054783,2.425290435,3.082534348,,3.594006957
316,2022,09,3,1.317267619,1.751479048,2.287747143,2.983367143,3.608282381,,4.028389524
317,2022,10,4,1.782178,2.1432205,2.7269265,3.9632225,4.438703,,4.8209315
318,2022,11,4,2.689838182,3.115749545,3.520550455,4.995516364,5.212281364,,5.51211
319,2022,12,4,2.4187255,3.481486,4.7705865,5.2945065,5.5272625,,5.7290765
320,2023,01,1,1.551542222,2.430102222,3.27118,4.101237222,4.675563333,,5.024936667
321,2023,02,1,1.5952735,1.9068615,2.5319435,3.557609,4.089168,,4.6976235
322,2023,03,1,1.929663913,2.518481304,3.213615217,3.807049565,4.165243478,,4.519305217
323,2023,04,2,2.1504,2.511709412,3.003635882,3.593375882,4.020234706,,4.307842353
324,2023,05,2,4.003900476,4.093461429,4.222143333,4.409882857,4.489688571,,4.629183333
325,2023,06,2,4.075305714,4.386292857,4.711629524,4.844680476,4.890418571,,4.980901429
326,2023,07,3,4.848506,5.0268605,5.0717085,5.102687,5.133789,,5.214583
327,2023,08,3,3.36768087,4.175556957,4.617261739,4.983375652,5.181166522,,5.37002087
328,2023,09,3,4.573075789,4.817591579,4.887005263,4.996417368,5.184154737,,5.407128421
329,2023,10,4,4.5329185,4.79981,4.9434925,5.2202145,5.322047,,5.469418
330,2023,11,4,4.603910455,4.898550909,5.134105,5.438116818,5.458539091,,5.529680909
331,2023,12,4,4.189718421,4.846689474,5.487823158,5.370745789,5.330032632,,5.322566316

